City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
451,Hirara,JP,24.8,125.2833,89.46,74,40,11.5,scattered clouds
452,Portland,US,45.5234,-122.6762,103.55,27,0,5.75,clear sky
453,Lae,PG,-6.7221,146.9847,83.07,63,100,2.37,overcast clouds
454,Ipixuna,BR,-1.7625,-48.8043,76.69,85,100,3.58,overcast clouds
455,Sola,VU,-13.8833,167.55,86.67,79,40,3.44,scattered clouds
456,Dondo,MZ,-19.6094,34.7431,60.31,93,0,3.31,clear sky
457,Santa Cruz,BO,-17.8,-63.1667,76.46,78,6,4.61,clear sky
458,Yima,CN,34.7381,111.8839,74.03,86,100,7.96,overcast clouds
459,Mayo,US,38.8876,-76.5119,77.41,87,100,4.94,light rain
460,Micheweni,TZ,-4.9667,39.8333,74.07,80,88,14.36,overcast clouds
461,Manaus,BR,-3.1019,-60.025,86.49,66,0,4.61,clear sky
462,Mahebourg,MU,-20.4081,57.7,67.24,94,75,3.44,broken clouds
463,Yelovo,RU,57.0538,54.9207,57.31,91,1,7.92,clear sky
464,Isangel,VU,-19.55,169.2667,84.31,74,75,4.61,broken clouds
465,Emerald,AU,-23.5333,148.1667,59.34,51,0,18.86,clear sky
466,Omagh,GB,54.6,-7.3,47.12,94,100,0.18,overcast clouds
467,Aksu,CN,41.1231,80.2644,86.2,21,1,4.56,clear sky
468,Getulio Vargas,UY,-32.6796,-53.5494,64.08,91,93,5.14,overcast clouds
469,Rabo De Peixe,PT,37.8,-25.5833,73.27,76,20,6.91,few clouds
470,Chernyshevskiy,RU,63.0128,112.4714,78.94,63,2,3.44,clear sky
471,Bagdarin,RU,54.4333,113.6,61.56,98,100,7.99,light rain
472,Brainerd,US,46.358,-94.2008,73.65,83,100,8.05,overcast clouds
473,Durazno,UY,-33.4131,-56.5006,66.7,92,79,8.68,broken clouds
474,Zhezkazgan,KZ,47.8043,67.7144,62.58,63,0,4.47,clear sky
475,Havre-Saint-Pierre,CA,50.2334,-63.5986,57.56,88,0,9.22,clear sky
476,Port Macquarie,AU,-31.4333,152.9167,59.9,46,0,14.18,clear sky
477,Longyearbyen,SJ,78.2186,15.6401,45.37,90,66,2.46,broken clouds
478,Ornskoldsvik,SE,63.2909,18.7153,56.35,100,40,4.61,scattered clouds
479,Vestmanna,FO,62.1564,-7.1664,49.12,100,100,4.61,overcast clouds
480,Faranah,GN,10.0404,-10.7434,70.5,97,100,4.18,light rain
481,Chachapoyas,PE,-6.2317,-77.869,50.74,98,58,2.64,broken clouds
482,Luanda,AO,-8.8368,13.2343,71.6,83,75,6.91,broken clouds
483,Phuket,TH,8.0,98.25,86.09,100,20,3.44,few clouds
484,Sept-Iles,CA,50.2001,-66.3821,71.6,68,75,13.8,broken clouds
485,Ulladulla,AU,-35.35,150.4667,58.6,44,7,10.94,clear sky
486,Deputatskiy,RU,69.3,139.9,58.24,52,21,10.76,few clouds
487,Kruisfontein,ZA,-34.0033,24.7314,55.96,72,99,17.34,overcast clouds
488,Goroka,PG,-6.0834,145.3873,69.71,76,100,2.48,overcast clouds
489,Kalemie,CD,-5.9475,29.1947,69.21,70,98,1.7,overcast clouds
490,Alice Springs,AU,-23.7,133.8833,47.75,57,0,9.22,clear sky
491,Kusa,RU,55.3383,59.4406,57.54,99,90,4.27,overcast clouds
492,High Level,CA,58.5169,-117.136,80.71,47,75,8.05,broken clouds
493,Lorengau,PG,-2.0226,147.2712,84.7,71,20,10.0,few clouds
494,Sao Bernardo,BR,-3.3614,-42.4178,72.07,86,100,4.32,overcast clouds
495,Gariaband,IN,20.635,82.0614,75.74,92,100,1.86,overcast clouds
496,Am Timan,TD,11.0297,20.2827,72.25,90,100,2.04,overcast clouds
497,Livingston,GB,55.9029,-3.5226,52.21,83,0,1.14,clear sky
498,Mezen,RU,65.8522,44.24,60.78,72,97,8.93,overcast clouds
499,Nata,PA,8.3333,-80.5167,76.53,89,100,3.62,overcast clouds
500,Kandry,RU,54.5667,54.1167,61.23,95,95,4.63,overcast clouds
501,Casa Nova,BR,-9.4167,-41.1333,75.58,63,100,20.15,overcast clouds
502,Corner Brook,CA,48.9667,-57.9484,62.76,95,9,4.65,clear sky
503,Fort-Shevchenko,KZ,44.5086,50.263,76.05,66,24,1.3,few clouds
504,Porto Velho,BR,-8.7619,-63.9039,75.25,64,0,3.44,clear sky
505,Eureka,US,40.8021,-124.1637,66.2,74,50,5.01,scattered clouds
506,Atyrau,KZ,47.1167,51.8833,69.82,83,0,6.71,clear sky
507,Cadillac,US,44.2519,-85.4012,71.51,53,0,4.61,clear sky
508,Quelimane,MZ,-17.8786,36.8883,62.55,94,0,3.44,clear sky
509,Udachnyy,RU,66.4167,112.4,75.45,56,8,13.94,clear sky
510,Gambo,CF,4.6482,22.2633,68.85,99,100,0.76,light rain
511,Sungaipenuh,ID,-2.0833,101.3833,68.63,79,96,0.36,overcast clouds
512,Iquitos,PE,-3.7481,-73.2472,77.04,94,20,3.44,few clouds
513,Korla,CN,41.7597,86.1469,87.12,16,6,2.93,clear sky
514,Lensk,RU,60.7253,114.9278,77.58,58,28,7.31,scattered clouds
515,Vardo,NO,70.3705,31.1107,57.18,100,75,9.22,light rain
516,Kahului,US,20.8947,-156.47,87.82,62,40,28.77,scattered clouds
517,Dryden,CA,49.7833,-92.7503,71.89,49,75,9.22,broken clouds
518,Pasighat,IN,28.0667,95.3333,78.31,94,76,2.1,broken clouds
519,Port Hedland,AU,-20.3167,118.5667,68.05,37,0,10.36,clear sky
520,Llangefni,GB,53.2556,-4.3106,51.12,87,1,3.44,clear sky
521,Sampit,ID,-2.5333,112.95,78.1,92,99,1.23,overcast clouds
522,Yelizovo,RU,53.1873,158.3805,68.14,64,75,7.0,broken clouds
523,Rafai,CF,4.95,23.9167,68.45,96,100,0.43,overcast clouds
524,Santa Rosa,PH,14.3122,121.1114,87.1,76,74,3.18,broken clouds
525,Canoinhas,BR,-26.1772,-50.39,55.11,97,8,2.71,clear sky
526,Guerrero Negro,MX,27.9769,-114.0611,73.44,70,8,14.5,clear sky
527,Baijiantan,CN,45.6333,85.1833,80.6,17,99,11.01,overcast clouds
528,Bambanglipuro,ID,-7.95,110.2833,76.17,79,94,0.65,overcast clouds
529,Ambilobe,MG,-13.2,49.05,67.23,83,97,3.89,overcast clouds
530,Prince George,CA,53.9166,-122.753,88.25,42,0,4.61,clear sky
531,Himatnagar,IN,23.6,72.95,76.59,92,100,9.22,overcast clouds
532,Meulaboh,ID,4.1363,96.1285,75.72,88,100,4.76,overcast clouds
533,Danielskuil,ZA,-28.1887,23.5395,56.68,46,8,18.59,clear sky
534,Narsaq,GL,60.9167,-46.05,53.82,90,25,0.38,scattered clouds
535,Wanlaweyn,SO,2.6185,44.8938,72.21,85,60,12.53,broken clouds
536,Teya,RU,60.3778,92.6267,56.25,95,100,7.9,light rain
537,Vila Velha,BR,-20.3297,-40.2925,70.95,87,20,0.0,few clouds
538,Tura,IN,25.5198,90.2201,75.58,86,29,2.86,scattered clouds
539,Valverde Del Camino,ES,37.5751,-6.7543,75.04,56,0,9.48,clear sky
540,Pegnitz,DE,49.7564,11.545,62.56,70,96,2.98,overcast clouds
541,Yenagoa,NG,4.9247,6.2642,73.81,96,100,3.69,moderate rain
542,Andra,RU,62.5147,65.8878,54.12,69,75,2.04,broken clouds
543,Muisne,EC,0.6,-80.0333,73.69,84,98,7.81,overcast clouds
544,Forest,US,37.3638,-79.2897,76.08,94,40,4.61,scattered clouds
545,Quesnel,CA,52.9999,-122.5029,88.3,33,0,3.44,clear sky
546,Kardla,EE,58.9978,22.7492,64.06,78,7,8.61,clear sky
547,Axim,GH,4.8699,-2.2405,75.6,88,97,10.94,overcast clouds
548,Gisborne,NZ,-38.6533,178.0042,59.54,68,100,16.67,overcast clouds
549,Swarzedz,PL,52.4129,17.085,60.89,94,75,1.14,broken clouds
550,Aranda De Duero,ES,41.6704,-3.6892,61.07,71,0,6.29,clear sky
551,Kulunda,RU,52.566,78.9385,70.57,47,100,6.58,overcast clouds
552,Bonavista,CA,48.6499,-53.1147,62.73,94,14,16.69,few clouds
553,Providencia,MX,28.7167,-111.5833,90.23,60,83,11.48,broken clouds
554,Wattegama,LK,6.7989,81.4808,76.55,88,100,0.81,heavy intensity rain
555,Mana,GF,5.6592,-53.7767,78.17,85,2,5.5,clear sky
556,Reconquista,AR,-29.15,-59.65,71.04,66,92,9.08,overcast clouds
557,Tobermory,CA,45.2501,-81.6665,64.71,76,30,10.11,scattered clouds
558,Salalah,OM,17.0151,54.0924,75.29,100,100,10.36,light intensity drizzle
559,Novyy Urgal,RU,51.0736,132.5642,73.47,78,79,0.56,moderate rain
560,Pemberton,CA,50.3164,-122.8027,98.29,29,5,1.1,clear sky
561,Phuthaditjhaba,ZA,-28.5242,28.8158,47.08,60,39,4.74,scattered clouds
562,Melbu,NO,68.5044,14.8297,51.62,87,100,8.05,overcast clouds
563,Nyurba,RU,63.2842,118.3319,81.91,59,6,7.2,clear sky
564,Cody,US,44.5263,-109.0565,81.63,42,0,6.91,clear sky
565,Konnur,IN,16.2,74.75,69.8,90,92,3.74,overcast clouds
566,Mogadishu,SO,2.0371,45.3438,75.76,81,36,19.73,scattered clouds
567,Cabo San Lucas,MX,22.8909,-109.9124,93.18,72,44,13.98,scattered clouds
568,San Vicente De Chucuri,CO,6.881,-73.4098,72.77,92,59,2.28,broken clouds
569,Kyra,RU,49.5776,111.9753,54.48,96,100,6.73,moderate rain
570,Novo Aripuana,BR,-5.1206,-60.3797,82.22,47,98,1.54,overcast clouds
571,Green River,US,41.5286,-109.4662,91.8,16,1,5.99,clear sky
572,Stawell,AU,-37.05,142.7667,54.03,71,100,11.7,overcast clouds
573,Safranbolu,TR,41.2508,32.6942,59.14,93,0,1.48,clear sky
574,Tambopata,PE,-12.7333,-69.1833,73.72,81,71,2.77,broken clouds
575,Ouadda,CF,8.0777,22.4007,67.51,98,100,3.02,overcast clouds
576,Kitimat,CA,54.0524,-128.6534,93.9,41,36,2.44,scattered clouds
577,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,73.96,85,100,10.96,overcast clouds
578,Shimoda,JP,34.6667,138.95,85.1,79,100,8.63,overcast clouds
579,College,US,64.8569,-147.8028,56.08,69,100,13.8,light rain
580,Copiapo,CL,-27.3667,-70.3333,49.69,63,19,0.54,few clouds
581,Qianan,CN,44.9932,124.0581,81.03,60,100,12.39,overcast clouds
582,Havelock,US,34.8791,-76.9013,84.18,88,87,7.0,overcast clouds
583,Bontang,ID,0.1333,117.5,79.07,86,100,4.14,heavy intensity rain
584,Buta,CD,2.7858,24.73,70.38,99,100,2.42,overcast clouds
585,Wilsonville,US,45.2998,-122.7737,103.57,29,0,4.61,clear sky
586,Lamu,KE,-2.2717,40.902,73.62,77,90,15.86,overcast clouds
587,Banda Aceh,ID,5.5577,95.3222,79.48,80,100,6.51,overcast clouds
588,Hambantota,LK,6.1241,81.1185,75.54,100,20,2.3,few clouds
589,Tacna,PE,-18.0056,-70.2483,54.5,88,100,5.75,overcast clouds
590,Rundu,NA,-17.9333,19.7667,55.02,41,64,5.97,broken clouds
591,Hauterive,FR,46.0901,3.4459,65.16,91,0,0.96,clear sky
592,Saint-Louis,SN,16.3333,-15.0,85.64,59,80,13.02,broken clouds
593,Conceicao Do Mato Dentro,BR,-19.0372,-43.425,55.02,87,0,1.92,clear sky
594,Shelopugino,RU,51.6514,117.5599,69.13,69,5,16.26,clear sky
595,Save,BJ,8.0425,2.486,72.7,98,78,6.96,broken clouds
596,Parana,AR,-31.732,-60.5238,75.54,66,1,10.71,clear sky
597,Karratha,AU,-20.7377,116.8463,73.02,28,3,13.6,clear sky
598,Birao,CF,10.2849,22.7882,70.84,97,100,5.01,overcast clouds
599,Barra Do Garcas,BR,-15.89,-52.2567,72.03,42,0,0.81,clear sky
600,Bawku,GH,11.0616,-0.2417,74.16,82,17,9.06,few clouds
601,Baracoa,CU,20.3467,-74.4958,79.84,88,45,7.83,scattered clouds
602,Middle Island,US,40.8843,-72.9373,76.03,78,0,5.75,clear sky
603,Biak,ID,-0.9131,122.8766,75.34,93,100,6.02,overcast clouds
604,Ordzhonikidze,KZ,52.4411,61.7408,62.22,88,100,14.7,overcast clouds
605,Mahon,ES,39.8885,4.2658,73.96,73,0,3.44,clear sky
606,Sobolevo,RU,54.4299,31.8996,60.26,90,8,2.13,clear sky
607,Kurilsk,RU,45.2333,147.8833,65.35,83,43,5.68,scattered clouds
608,Yantal,RU,56.8471,105.2542,62.1,70,100,7.27,overcast clouds
609,Ormara,PK,25.2088,64.6357,82.56,83,83,5.26,broken clouds
610,Alta Gracia,AR,-31.6529,-64.4283,62.89,75,88,2.93,overcast clouds
611,Clinton,US,42.587,-82.9199,79.12,62,40,8.05,scattered clouds
612,Trapani,IT,37.8333,12.6667,81.28,73,0,4.61,clear sky
613,Venado Tuerto,AR,-33.7456,-61.9688,63.77,95,65,5.17,broken clouds
614,Chicama,PE,-7.8447,-79.1469,59.54,83,87,6.98,overcast clouds
615,Broome,US,42.2506,-75.833,69.66,81,3,3.0,clear sky
616,Vengerovo,RU,55.6848,76.7471,66.69,78,100,5.95,overcast clouds
617,Aksum,ET,14.1245,38.7244,57.74,86,91,2.82,overcast clouds
618,Kollam,IN,8.8833,76.6,76.86,90,53,7.9,broken clouds
619,Kenora,CA,49.8167,-94.4337,68.97,56,75,9.22,broken clouds
620,Jacareacanga,BR,-6.2222,-57.7528,79.56,48,65,2.35,broken clouds
621,Benguela,AO,-12.5763,13.4055,67.21,91,3,3.67,clear sky
622,Hlobyne,UA,49.3878,33.2596,61.11,91,0,5.66,clear sky
623,Sakaiminato,JP,35.55,133.2333,84.13,82,5,9.37,clear sky
624,Tabuk,PH,17.4189,121.4443,82.76,77,100,3.02,overcast clouds
625,Leshukonskoye,RU,64.8989,45.7622,57.38,72,94,5.68,overcast clouds
626,Bria,CF,6.5423,21.9863,69.42,96,100,1.5,light rain
627,Aripuana,BR,-9.1667,-60.6333,75.7,47,72,2.37,broken clouds
628,Asha,RU,54.9973,57.2722,59.07,93,61,4.79,broken clouds
629,Kedougou,SN,12.5579,-12.1743,81.18,83,20,2.3,thunderstorm
630,Asyut,EG,27.181,31.1837,80.78,19,0,7.38,clear sky
631,Akyab,MM,20.15,92.9,81.68,79,16,3.71,few clouds
632,Plouzane,FR,48.3833,-4.6167,59.05,94,100,5.75,fog
633,Pedernales,DO,18.0384,-71.744,82.42,71,1,8.3,clear sky
634,Jiuquan,CN,39.7432,98.5174,83.25,13,0,12.91,clear sky
635,Rocha,UY,-34.4833,-54.3333,60.69,96,43,3.96,scattered clouds
636,Santiago,CL,-33.4569,-70.6483,54.86,76,0,5.75,clear sky
637,Garissa,KE,-0.4536,39.6401,70.95,83,82,16.22,broken clouds
638,Ostrovnoy,RU,68.0531,39.5131,60.4,73,97,19.75,overcast clouds
639,Howard Springs,AU,-12.497,131.047,78.87,64,97,14.12,overcast clouds
640,Guanay,BO,-15.4975,-67.8797,75.9,76,100,0.94,overcast clouds
641,Kamenka,RU,51.3223,42.7678,62.74,91,10,4.59,clear sky
642,Khilok,RU,51.3674,110.4676,52.25,99,100,10.94,overcast clouds
643,Pimentel,PE,-6.8367,-79.9342,62.56,87,99,15.73,overcast clouds
644,Ayagoz,KZ,47.9714,80.4392,69.26,37,87,7.45,overcast clouds
645,Stirion,GR,38.4,22.7167,69.71,54,0,2.55,clear sky
646,Joshimath,IN,30.5667,79.5667,71.11,92,95,1.32,overcast clouds
647,Governador Valadares,BR,-18.8511,-41.9494,70.61,66,79,4.63,broken clouds
648,Suffolk,US,40.8668,-72.7996,76.05,79,0,5.75,clear sky
649,Heswall,GB,53.3273,-3.0965,56.12,86,20,4.61,few clouds
650,Portales,US,34.1862,-103.3344,95.02,24,54,13.73,broken clouds
651,Kyenjojo,UG,0.6328,30.6214,66.85,55,100,1.63,overcast clouds
652,Mount Isa,AU,-20.7333,139.5,64.17,29,0,13.8,clear sky
653,Zhanaozen,KZ,43.3,52.8,74.44,48,0,7.72,clear sky
654,Qeshm,IR,26.9581,56.2719,82.29,87,100,10.51,light rain
655,Solnechnyy,RU,50.7214,136.6319,66.88,76,85,3.27,overcast clouds
656,Wewak,PG,-3.5534,143.6268,83.41,74,96,7.81,overcast clouds
657,Kavaje,AL,41.1856,19.5569,71.76,60,0,2.98,clear sky
658,Winnemucca,US,40.973,-117.7357,98.65,6,0,3.44,clear sky
659,Lund,SE,55.7058,13.1932,56.52,70,96,16.35,overcast clouds
660,Itaueira,BR,-7.6033,-43.0256,77.88,43,100,9.86,overcast clouds
661,Tigil,RU,57.8,158.6667,67.71,47,63,13.11,broken clouds
662,Kihei,US,20.785,-156.4656,87.82,65,40,28.77,scattered clouds
663,Bairiki,KI,1.3292,172.9752,86.0,66,40,17.27,light rain
664,Kuah,MY,6.3265,99.8432,80.58,83,20,3.44,few clouds
665,Tukrah,LY,32.5341,20.5791,77.36,85,0,3.49,clear sky
666,Marau,BR,-28.4492,-52.2,58.96,89,10,3.06,clear sky
667,Kletskaya,RU,49.3145,43.0584,66.61,78,6,3.04,clear sky
668,Wiang Sa,TH,8.6359,99.3666,82.89,88,37,1.68,scattered clouds
669,Mangrol,IN,21.1167,70.1167,81.19,81,100,10.56,overcast clouds
670,Vanavara,RU,60.34,102.2797,57.11,97,100,9.44,overcast clouds
671,Safford,US,32.834,-109.7076,90.52,40,20,11.5,few clouds
672,Balikpapan,ID,-1.2675,116.8289,77.99,94,40,4.61,moderate rain
673,Griffith,US,41.5284,-87.4237,78.06,78,0,6.91,clear sky
674,Diffa,NE,13.3154,12.6113,83.34,63,100,16.93,overcast clouds
675,Darhan,MN,49.4867,105.9228,61.56,62,100,5.5,light rain
676,Lyubinskiy,RU,55.1542,72.6925,67.68,79,100,4.27,overcast clouds
677,Abnub,EG,27.2696,31.1511,80.82,20,0,7.27,clear sky
